	buyerid	publisherid	publisher	ppdrevenue	pdrevenue	rev_difference	rev_delta	offer_difference	offer_delta
223	560803	560825	SNT Media 4	13.878804000000002	7.622944000000002	-6.26	-0.4507492144135762	-265471	-0.1340325328201001
228	560803	558794	LanistaConceptsLLC3	11.278294999999996	5.213943000000002	-6.06	-0.5377011330170026	-1235446	-0.29500588485456447
193	560803	559931	WorldLifestyle.com	25.558898	19.658749999999994	-5.9	-0.2308451639816398	-2185582	-0.13954636459124856
202	560803	560626	VidRide	19.897425999999967	14.100376000000018	-5.8	-0.2913467299740157	-508897	-0.056058865570730865
196	560803	560049	YellowHammer Media Group	23.350658999999986	17.584079999999993	-5.77	-0.2469557283158474	-1120501	-0.13601309026199337
162	560803	558499	RTS-Mads	72.72430900000003	67.140761	-5.58	-0.07677691375520712	-82475	-0.03930281874717053
213	560803	560313	Freestar	15.711649999999993	10.655232999999997	-5.06	-0.3218259699013152	-1437319	-0.14795947201412354
216	560803	560295	MenSocietyMag	15.498474000000002	10.448875	-5.05	-0.3258126574267894	-586594	-0.26263936908596447
214	560803	558547	CPMOnly AP	15.640478999999997	11.089504000000002	-4.55	-0.29097414471769034	-68699	-0.18228687117410905
243	560803	558760	XTENDADSCOM	8.792037000000038	4.40176499999999	-4.39	-0.49934639720010604	-6269	-0.05373781705654943
206	560803	560269	Ezoic.com	18.890990000000016	14.530993000000015	-4.36	-0.23079769773844558	-987652	-0.11622621259710014
240	560803	560540	Plush Life	9.181747999999999	4.960105	-4.22	-0.4597864153971552	-161432	-0.16374190708322303
232	560803	560700	AdTrue	10.165556000000002	5.966622	-4.2	-0.41305502620810913	-1958211	-0.18528862738062662
264	560803	560142	TheGlamBeauty.com	5.588113999999999	1.4936489999999998	-4.09	-0.7327096404976706	-280327	-0.41026605452222437
234	560803	557987	AdTycoons	9.725516000000011	5.650750000000022	-4.07	-0.4189768440049849	-404966	-0.46050209176473533
262	560803	558505	RecipeBoys.com	5.748036	1.702256	-4.05	-0.7038543251990766	-454514	-0.5908541967555369
246	560803	560115	The Her Blog	7.988067999999999	3.9504569999999997	-4.04	-0.5054552615225609	-158410	-0.15341154503952228
244	560803	561036	Slowplay.tv	8.294779999999998	4.4822479999999985	-3.81	-0.45963027349730795	-590230	-0.35342309576189285
210	560803	560962	Boredom Therapy	17.188502999999997	13.517157999999998	-3.67	-0.2135930627582867	-2137389	-0.2760209236662751
271	560803	560980	LoveToKnow	4.885128999999995	1.2314120000000008	-3.65	-0.7479264109504576	-13541	-0.5628481170504613
241	560803	560517	Meaww	9.018837999999997	5.412393	-3.61	-0.399879119682602	-365577	-0.08562398540553214
218	560803	560810	MULTIPLY	14.798397	11.246590000000001	-3.55	-0.24001295545727003	1754008	0.14349537765373202
247	560803	558527	RTS-purch	7.9719909999999965	4.534572999999998	-3.44	-0.43118688919744136	-836202	-0.23117287747617987
255	560803	558229	Envywomen Media	6.849523999999999	3.4069849999999997	-3.44	-0.5025953628310521	56884	0.09632735450308876
212	560803	560453	Sekindo	15.89559399999998	12.698905000000007	-3.2	-0.20110535032537802	-1749653	-0.17765041496198442
238	560803	560858	SNT Media 6	9.534027	6.379061	-3.15	-0.33091641129189164	-456903	-0.33665541050838393
233	560803	560990	Audience Drive_HB	9.979544	6.9650620000000005	-3.01	-0.3020661064273077	-14909	-0.00830424887459019
239	560803	560694	AG Inc	9.263499999999992	6.261163000000001	-3.0	-0.3241039563879736	-27884	-0.0631575609457779
205	560803	560713	PlayBuzz	18.915531999999985	15.94047800000001	-2.98	-0.15728101118170917	-5833358	-0.2602869271964182
253	560803	560118	AdSparc2	7.0394169999999985	4.124570999999999	-2.91	-0.41407491557894643	-94693	-0.0436328231555821
250	560803	560537	StreamlynAPAC	7.507817999999989	4.8374230000000065	-2.67	-0.3556819038500915	697992	0.18972190201376615
237	560803	560816	RTS-DistrictM	9.578444999999997	6.937927000000002	-2.64	-0.2756729302094438	-1745346	-0.1342447552818685
198	560803	558881	AdRizer2	22.685425	20.155102000000003	-2.53	-0.1115395898467847	-16216	-0.0027223771308233493
199	560803	560979	Motiv31	21.133581000000003	18.650264999999997	-2.48	-0.11750568916834328	238109	0.054175484165134104
254	560803	558081	Math Aids	6.945526	4.569379	-2.38	-0.3421118861264072	-1062178	-0.3596416916714577
252	560803	560836	Froppit Inc.	7.317407000000001	4.957741999999999	-2.36	-0.3224728377142343	-173207	-0.11451142225107665
268	560803	561039	ProProfs-HB	5.067996000000001	2.720207	-2.35	-0.46325786366050814	-224906	-0.1083137885698049
194	560803	560530	OMG Studios	24.985781999999997	22.910802	-2.07	-0.08304643016576374	-820310	-0.10868545596192677
220	560803	560817	SNT Media 3	14.214250999999994	12.182112999999992	-2.03	-0.14296483156235262	70454	0.07258883771726475
211	560803	560529	Pretio Interactive	16.672653	14.697788999999997	-1.97	-0.11844929538208489	222287	0.014667971090463453
276	560803	558608	Fuel Digital	4.489134999999998	2.610348000000001	-1.88	-0.4185187124022775	-29879	-0.5855756981871632
245	560803	560927	Adsolut	8.054878999999998	6.2104349999999995	-1.84	-0.2289846936248203	-19294	-0.03442695201745793
166	560803	560602	RTS-Criteo	53.0493310000001	51.439865000000154	-1.61	-0.030339044237898963	830627	0.022372583578249405
267	560803	556241	sernate	5.243151000000001	3.6490890000000005	-1.59	-0.30402748271030156	-441612	-0.13600909166504976
256	560803	560710	StitchVideo	6.519960999999997	4.943047000000002	-1.58	-0.24185942216525463	-941329	-0.24014665000258942
263	560803	558092	Slashdot Media	5.670911000000001	4.123965999999999	-1.55	-0.2727859774205593	-231248	-0.09637485705140815
265	560803	561043	VonVon	5.312321999999999	3.766588	-1.55	-0.2909714433725966	-493699	-0.1147813152286773
273	560803	560701	WordPlays1	4.722657999999999	3.205609	-1.52	-0.3212277916376751	-70326	-0.04044890310691472
235	560803	560528	Playwire Media	9.723047000000003	8.302755000000003	-1.42	-0.14607478499281135	-355889	-0.023870475427507
266	560803	560950	Brulee Media	5.256882	3.926588	-1.33	-0.2530576109564567	-463678	-0.18158811964941687
225	560803	560742	Dashbid1	12.437350000000071	11.181595000000044	-1.26	-0.10096644381640944	678325	0.03555665820407805
251	560803	560156	BoldScreen Media	7.4171460000000025	6.282361000000001	-1.13	-0.15299483116551857	-2537690	-0.23215272575379492
260	560803	558435	Shareaholic.com	5.897241000000011	4.90561199999998	-0.99	-0.16815134399289922	-75489	-0.13055050187120829
269	560803	557931	Komoona	5.046902000000004	4.260902999999999	-0.79	-0.15573890675903834	46212	0.04601487228712197
257	560803	560613	Spine Media	6.230307999999998	5.504994	-0.73	-0.11641703748835507	-79066	-0.019730555859862296
274	560803	560792	Vinyl Trading Desk	4.548342999999999	3.835010000000001	-0.71	-0.15683359852148318	1197633	0.3968634205794656
261	560803	560574	Taboola_VideoTag	5.8568149999999894	5.222808999999992	-0.63	-0.1082509862442298	-193404	-0.07199312989800936
275	560803	551443	foxiauto	4.4903530000000025	4.025588000000001	-0.46	-0.10350299853931337	3046	0.0798050723118843
259	560803	560534	VRTCAL	6.005684999999998	5.570333999999999	-0.44	-0.07248981589943514	-2845346	-0.2974006891331401
249	560803	543045	Hiveworks	7.526299000000006	7.789899999999999	0.26	0.03502398722134121	-15793	-0.008160234705566559
270	560803	558669	Mind Tank Media	4.905188000000001	5.526347	0.62	0.12663306686716178	576768	0.6057571123695575
229	560803	560631	Yashi2	10.873240000000006	11.700855000000008	0.83	0.07611484709249507	551105	0.0519485771252629
181	560803	558604	Digikulture	34.70507299999999	35.84851800000001	1.14	0.03294748868558846	-797956	-0.09438267899544324
201	560803	560031	RTS-Switch	20.829979000000012	22.02739699999999	1.2	0.05748531959633646	-1553915	-0.050694736949248954
258	560803	560158	Bidfluence	6.114270999999998	7.4483630000000005	1.33	0.2181931419134028	1066220	0.23462809877345192
236	560803	559906	Hive Media	9.670994999999998	11.069212000000002	1.4	0.14457840170530586	-320700	-0.06267393139676683
171	560803	560143	RockYou AP	45.57133700000016	47.21639400000005	1.65	0.0360985020035704	5887071	0.08224957517356345
226	560803	560724	RTS-WideOrbit	11.798185999999992	13.586340999999996	1.79	0.15156185874676026	847545	0.13699406212783236
221	560803	560875	Cydersoft	14.049629	15.887932000000003	1.84	0.13084352618848535	-5328066	-0.10176885759492836
219	560803	558526	SureWomen.com	14.276064000000002	16.363566	2.09	0.14622391718053357	475121	0.31708936706393964
203	560803	558427	MILFORD MISSION LP	19.539087000000002	22.096076000000007	2.56	0.1308653265119299	138039	0.293405969762217
172	560803	560911	RTS-Tappx	44.077028	46.690289	2.61	0.059288502845518565	68354349	0.3773676255408684
191	560803	560923	Rhebus	27.352124000000053	30.625034	3.27	0.11965834901888935	6071996	0.10072755969061556
272	560803	560033	RAD	4.828658000000001	8.383394999999997	3.55	0.7361749372185803	-88721	-0.14322058659727413
195	560803	560711	RTS-TremorVideo	24.328806999999998	28.164700999999983	3.84	0.1576688080101908	1059968	0.02247229792246662
248	560803	560973	GetIntent1	7.733899999999998	11.972793	4.24	0.5480925535628857	-353220	-0.057895939416608505
224	560803	558622	RTS-Smaato	12.670400999999998	18.350650000000005	5.68	0.44830854208955245	16060459	0.15190061058233312
184	560803	561094	Roblox Corp	33.149268000000006	40.258815999999996	7.11	0.21447073884105036	41160	0.09954845247625567
165	560803	560091	RTS-MobFox	53.23190499999999	65.28441199999999	12.05	0.226415098238547	4474708	0.027114847854356607
168	560803	560606	RTS-Sonobi	50.66317000000001	62.89298300000016	12.23	0.2413945475579232	-23704147	-0.19060191557275216
207	560803	558812	Petilmat S.A	18.589405	33.781799	15.19	0.8172609074900461	16	1.754449448280475e-05
177	560803	561049	RTS-MillennialMedia	38.28580400000002	54.24462099999997	15.96	0.41683379562826833	13194034	0.09739667206010852
231	560803	560693	BaronsMedia_VideoTag	10.20349000000001	26.900492	16.7	1.6364010745342992	4724845	0.19045524690984791
230	560803	560235	RTS-Axonix	10.515432	67.22349899999999	56.71	5.39284234827442	49302999	3.377348467318229
